學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,學期內新辦理休學人數小計,因病學期內新辦理休學人數,因經濟困難學期內新辦理休學人數,因學業成績學期內新辦理休學人數,因志趣不合學期內新辦理休學人數,因工作需求學期內新辦理休學人數,因懷孕學期內新辦理休學人數,因育嬰學期內新辦理休學人數,因兵役學期內新辦理休學人數,因出國學期內新辦理休學人數,因論文學期內新辦理休學人數,因適應不良學期內新辦理休學人數,因家人傷病學期內新辦理休學人數,因考試訓練學期內新辦理休學人數,其他學期內新辦理休學人數,至學期底總休學人數小計,因病至學期底總休學人數,因經濟困難至學期底總休學人數,因學業成績至學期底總休學人數,因志趣不合至學期底總休學人數,因工作需求至學期底總休學人數,因懷孕至學期底總休學人數,因育嬰至學期底總休學人數,因兵役至學期底總休學人數,因出國至學期底總休學人數,因論文至學期底總休學人數,因適應不良至學期底總休學人數,因家人傷病至學期底總休學人數,因考試訓練至學期底總休學人數,其他至學期底總休學人數
105,1,私立,技專校院,1030,龍華科技大學,二專(日間),女,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1030,龍華科技大學,學士班(日間),女,"2,463",41,0,8,4,16,9,0,0,0,0,0,0,0,0,4,105,1,21,7,44,22,1,1,0,0,0,0,0,0,8
105,1,私立,技專校院,1030,龍華科技大學,學士班(進修),女,"1,118",45,1,9,2,8,20,1,0,0,0,0,0,0,0,4,72,4,12,3,13,29,3,0,0,0,0,0,0,0,8
105,1,私立,技專校院,1030,龍華科技大學,碩士班(日間),女,72,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,2
105,1,私立,技專校院,1030,龍華科技大學,碩士在職專班,女,39,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1031,輔英科技大學,五專,男,272,8,0,0,4,1,1,0,0,0,0,0,0,0,0,2,13,0,0,6,3,1,0,0,0,0,0,0,0,0,3
105,1,私立,技專校院,1031,輔英科技大學,學士班(日間),男,"1,804",62,6,2,12,11,5,0,0,0,0,0,0,0,0,26,135,8,6,25,27,14,0,0,0,0,0,0,0,0,55
105,1,私立,技專校院,1031,輔英科技大學,學士班(進修),男,432,32,0,1,0,2,19,0,0,0,0,0,0,0,0,10,99,0,2,0,6,59,0,0,0,0,0,0,0,0,32
105,1,私立,技專校院,1031,輔英科技大學,碩士班(日間),男,36,6,1,0,0,1,2,0,0,0,0,0,0,0,0,2,13,1,1,0,1,5,0,0,0,0,0,0,0,0,5
105,1,私立,技專校院,1031,輔英科技大學,五專,女,"2,502",25,4,0,7,5,2,0,0,0,0,0,0,0,0,7,49,7,3,10,12,4,0,3,0,0,0,0,0,0,10
105,1,私立,技專校院,1031,輔英科技大學,學士班(日間),女,"3,521",94,6,18,3,25,15,2,2,0,0,0,0,0,0,23,199,10,30,12,48,38,6,13,0,0,0,0,0,0,42
105,1,私立,技專校院,1031,輔英科技大學,學士班(進修),女,659,43,0,1,0,4,30,0,2,0,0,0,0,0,0,6,98,3,5,0,7,59,6,4,0,0,0,0,0,0,14
105,1,私立,技專校院,1031,輔英科技大學,碩士班(日間),女,73,7,0,0,0,0,4,1,0,0,0,0,0,0,0,2,22,3,0,1,0,10,1,3,0,0,0,0,0,0,4
105,1,私立,技專校院,1031,輔英科技大學,碩士在職專班,女,52,7,1,0,0,0,6,0,0,0,0,0,0,0,0,0,12,2,0,0,1,8,0,1,0,0,0,0,0,0,0
105,1,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),男,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,1,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),男,"5,095",164,1,7,46,27,6,0,0,0,0,0,0,0,0,77,939,18,41,154,136,46,0,0,0,0,0,0,0,0,544
105,1,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),男,"2,109",118,2,5,2,2,60,0,0,0,0,0,0,0,0,47,337,11,17,4,7,176,0,0,0,0,0,0,0,0,122
105,1,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),男,250,17,0,1,4,0,0,0,0,0,0,0,0,0,0,12,165,6,7,27,7,15,0,0,0,0,0,0,0,0,103
105,1,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,男,199,11,0,0,4,0,7,0,0,0,0,0,0,0,0,0,22,0,0,2,0,18,0,0,0,0,0,0,0,0,2
105,1,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),女,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
105,1,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),女,"3,401",57,1,6,21,14,1,3,1,0,0,0,0,0,0,10,485,26,53,84,86,36,8,1,0,0,0,0,0,0,191
105,1,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),女,"1,483",58,2,8,1,2,41,3,1,0,0,0,0,0,0,0,147,12,19,2,3,103,3,1,0,0,0,0,0,0,4
105,1,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),女,100,8,0,0,2,0,3,1,1,0,0,0,0,0,0,1,63,4,6,5,1,13,2,1,0,0,0,0,0,0,31
105,1,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,女,49,6,0,0,1,0,4,1,0,0,0,0,0,0,0,0,11,1,0,1,0,5,0,1,0,0,0,0,0,0,3
105,1,私立,一般大學,1033,長榮大學,學士班(日間),男,"4,221",169,8,26,0,47,30,0,0,0,0,0,0,0,0,58,513,21,99,0,125,87,0,0,0,0,0,0,0,0,181
105,1,私立,一般大學,1033,長榮大學,學士班(進修),男,304,12,1,2,0,2,3,0,0,0,0,0,0,0,0,4,61,5,12,0,13,20,0,0,0,0,0,0,0,0,11
105,1,私立,一般大學,1033,長榮大學,碩士班(日間),男,161,27,1,2,0,1,10,0,0,0,0,0,0,0,0,13,94,3,14,0,6,24,0,2,0,0,0,0,0,0,45
105,1,私立,一般大學,1033,長榮大學,碩士在職專班,男,75,13,1,1,0,0,10,0,0,0,0,0,0,0,0,1,37,2,3,0,0,26,0,0,0,0,0,0,0,0,6
105,1,私立,一般大學,1033,長榮大學,博士班,男,26,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,2,0,3,9,0,0,0,0,0,0,0,0,0
105,1,私立,一般大學,1033,長榮大學,學士班(日間),女,"4,928",77,3,20,0,32,11,1,1,0,0,0,0,0,0,9,236,9,62,0,93,27,5,5,0,0,0,0,0,0,35
105,1,私立,一般大學,1033,長榮大學,學士班(進修),女,231,8,1,1,0,3,2,0,0,0,0,0,0,0,0,1,23,2,7,0,5,6,0,0,0,0,0,0,0,0,3
105,1,私立,一般大學,1033,長榮大學,碩士班(日間),女,253,36,2,4,0,1,17,3,2,0,0,0,0,0,0,7,128,8,26,0,7,47,8,6,0,0,0,0,0,0,26
105,1,私立,一般大學,1033,長榮大學,碩士在職專班,女,71,20,0,2,0,1,10,1,0,0,0,0,0,0,0,6,42,0,3,0,2,24,1,2,0,0,0,0,0,0,10
105,1,私立,一般大學,1033,長榮大學,博士班,女,14,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,13,1,0,0,1,6,2,2,0,0,0,0,0,0,1
105,1,私立,技專校院,1034,弘光科技大學,二專(進修),男,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,1,私立,技專校院,1034,弘光科技大學,學士班(日間),男,"2,809",82,4,9,10,12,14,0,0,0,0,0,0,0,0,33,200,8,18,21,40,28,0,0,0,0,0,0,0,0,85
105,1,私立,技專校院,1034,弘光科技大學,學士班(進修),男,"1,480",71,4,3,3,10,23,0,0,0,0,0,0,0,0,28,244,8,17,12,39,71,0,1,0,0,0,0,0,0,96
105,1,私立,技專校院,1034,弘光科技大學,碩士班(日間),男,61,6,0,1,0,1,1,0,0,0,0,0,0,0,0,3,17,0,1,0,3,6,0,0,0,0,0,0,0,0,7
105,1,私立,技專校院,1034,弘光科技大學,碩士在職專班,男,31,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,10,0,0,0,0,5,0,0,0,0,0,0,0,0,5
105,1,私立,技專校院,1034,弘光科技大學,二專(進修),女,63,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,5,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1034,弘光科技大學,五專,女,248,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1034,弘光科技大學,學士班(日間),女,"5,338",88,7,8,6,20,22,1,1,0,0,0,0,0,0,23,199,16,24,14,43,37,7,7,0,0,0,0,0,0,51
105,1,私立,技專校院,1034,弘光科技大學,學士班(進修),女,"2,800",114,6,12,4,13,55,5,1,0,0,0,0,0,0,18,299,16,34,7,31,135,14,10,0,0,0,0,0,0,52
105,1,私立,技專校院,1034,弘光科技大學,碩士班(日間),女,151,20,1,2,0,1,9,1,0,0,0,0,0,0,0,6,33,4,2,0,2,13,1,1,0,0,0,0,0,0,10
105,1,私立,技專校院,1034,弘光科技大學,碩士在職專班,女,67,8,0,0,0,0,3,1,0,0,0,0,0,0,0,4,21,3,0,0,0,7,3,1,0,0,0,0,0,0,7
105,1,私立,一般大學,1035,中國醫藥大學,學士班(日間),男,"2,927",100,2,0,0,25,0,0,1,0,0,0,0,0,0,72,139,3,1,0,35,1,0,3,0,0,0,0,0,0,96
105,1,私立,一般大學,1035,中國醫藥大學,學士班(進修),男,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
105,1,私立,一般大學,1035,中國醫藥大學,碩士班(日間),男,186,10,1,0,0,0,2,0,1,0,0,0,0,0,0,6,37,3,0,0,2,6,0,5,0,0,0,0,0,0,21
105,1,私立,一般大學,1035,中國醫藥大學,碩士在職專班,男,26,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,3,0,0,0,0,0,0,0,0,2
105,1,私立,一般大學,1035,中國醫藥大學,博士班,男,225,27,0,2,0,1,5,0,0,0,0,0,0,0,0,19,52,3,3,0,1,11,0,3,0,0,0,0,0,0,31
105,1,私立,一般大學,1035,中國醫藥大學,學士班(日間),女,"3,453",88,1,0,0,30,1,0,0,0,0,0,0,0,0,56,126,3,0,0,42,2,1,1,0,0,0,0,0,0,77
105,1,私立,一般大學,1035,中國醫藥大學,學士班(進修),女,64,7,0,0,0,0,1,0,0,0,0,0,0,0,0,6,10,0,1,0,0,1,1,0,0,0,0,0,0,0,7
105,1,私立,一般大學,1035,中國醫藥大學,碩士班(日間),女,336,31,0,2,0,0,11,0,2,0,0,0,0,0,0,16,69,1,4,0,2,18,1,10,0,0,0,0,0,0,33
105,1,私立,一般大學,1035,中國醫藥大學,碩士在職專班,女,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,1,0,0,0,0,0,0,3
105,1,私立,一般大學,1035,中國醫藥大學,博士班,女,136,26,1,0,0,1,6,0,2,0,0,0,0,0,0,16,46,2,1,0,1,10,0,7,0,0,0,0,0,0,25
105,1,私立,技專校院,1036,健行學校財團法人健行科技大學,二專(日間),男,5,6,0,0,1,0,2,0,0,0,0,0,0,0,0,3,6,0,0,1,0,2,0,0,0,0,0,0,0,0,3
105,1,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),男,"4,766",141,4,10,25,26,13,0,0,0,0,0,0,0,0,63,309,9,21,44,56,40,0,0,0,0,0,0,0,0,139
105,1,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),男,"1,982",126,3,9,0,15,64,0,0,0,0,0,0,0,0,35,225,8,16,3,26,131,0,0,0,0,0,0,0,0,41
105,1,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),男,220,6,1,1,0,0,1,0,0,0,0,0,0,0,0,3,20,1,1,3,0,2,0,0,0,0,0,0,0,0,13
105,1,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,男,56,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),女,"2,558",56,7,6,11,14,10,0,0,0,0,0,0,0,0,8,106,12,14,16,25,25,1,2,0,0,0,0,0,0,11
105,1,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),女,"1,185",62,2,7,0,3,37,4,1,0,0,0,0,0,0,8,97,8,14,0,13,46,6,5,0,0,0,0,0,0,5
105,1,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),女,87,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
105,1,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,女,38,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),男,"5,666",162,6,17,42,18,36,0,0,0,0,0,0,0,0,43,413,29,32,130,77,69,0,0,0,0,0,0,0,0,76
105,1,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),男,"4,007",265,2,5,19,11,88,0,0,0,0,0,0,0,0,140,537,5,11,32,22,166,0,0,0,0,0,0,0,0,301
105,1,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),男,236,18,0,4,0,1,8,0,0,0,0,0,0,0,0,5,40,1,5,3,1,16,0,0,0,0,0,0,0,0,14
105,1,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,男,85,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),女,"4,099",99,5,22,16,19,30,0,4,0,0,0,0,0,0,3,203,23,33,55,40,40,0,5,0,0,0,0,0,0,7
105,1,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),女,"2,865",145,8,8,0,20,63,2,0,0,0,0,0,0,0,44,281,11,16,8,24,115,4,0,0,0,0,0,0,0,103
105,1,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),女,131,6,0,1,0,0,5,0,0,0,0,0,0,0,0,0,22,3,1,1,2,11,0,2,0,0,0,0,0,0,2
105,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),男,"3,333",78,3,18,0,6,7,0,0,0,0,0,0,0,0,44,295,7,71,15,31,17,0,0,0,0,0,0,0,0,154
105,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),男,"2,232",58,2,9,0,0,24,0,0,0,0,0,0,0,0,23,338,12,36,0,32,132,0,0,0,0,0,0,0,0,126
105,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),男,78,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,35,2,3,0,10,3,0,0,0,0,0,0,0,0,17
105,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,男,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,2
105,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),女,"3,151",58,0,23,3,2,1,0,0,0,0,0,0,0,0,29,189,5,75,12,19,8,3,0,0,0,0,0,0,0,67
105,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),女,"1,879",34,3,15,0,1,14,1,0,0,0,0,0,0,0,0,185,13,41,0,3,96,8,0,0,0,0,0,0,0,24
105,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),女,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,4,0,1,1,0,0,0,0,0,0,0,0,12
105,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,女,46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,3
105,1,私立,一般大學,1039,玄奘大學,學士班(日間),男,"1,681",118,2,8,3,11,5,0,0,0,0,0,0,0,0,89,157,2,10,8,15,6,0,0,0,0,0,0,0,0,116
105,1,私立,一般大學,1039,玄奘大學,學士班(進修),男,343,65,3,3,0,0,8,0,1,0,0,0,0,0,0,50,99,3,5,0,6,22,0,1,0,0,0,0,0,0,62
105,1,私立,一般大學,1039,玄奘大學,碩士班(日間),男,154,31,1,1,10,0,8,0,0,0,0,0,0,0,0,11,41,2,1,14,1,10,0,0,0,0,0,0,0,0,13
105,1,私立,一般大學,1039,玄奘大學,碩士在職專班,男,74,10,0,0,4,0,3,0,0,0,0,0,0,0,0,3,19,1,0,8,0,4,0,0,0,0,0,0,0,0,6
105,1,私立,一般大學,1039,玄奘大學,博士班,男,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
105,1,私立,一般大學,1039,玄奘大學,學士班(日間),女,"2,154",93,7,12,7,10,7,0,1,0,0,0,0,0,0,49,130,8,19,9,20,11,0,1,0,0,0,0,0,0,62
105,1,私立,一般大學,1039,玄奘大學,學士班(進修),女,424,62,5,7,2,3,4,1,2,0,0,0,0,0,0,38,77,3,10,2,5,12,1,3,0,0,0,0,0,0,41
105,1,私立,一般大學,1039,玄奘大學,碩士班(日間),女,191,53,1,1,28,0,8,0,1,0,0,0,0,0,0,14,64,2,2,32,0,11,0,1,0,0,0,0,0,0,16
105,1,私立,一般大學,1039,玄奘大學,碩士在職專班,女,130,16,2,0,6,0,2,0,2,0,0,0,0,0,0,4,30,4,1,12,0,3,0,2,0,0,0,0,0,0,8
105,1,私立,一般大學,1039,玄奘大學,博士班,女,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1040,建國科技大學,二專(進修),男,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1040,建國科技大學,學士班(日間),男,"4,150",113,4,8,15,23,18,0,0,0,0,0,0,0,0,45,244,7,15,23,38,48,0,0,0,0,0,0,0,0,113
105,1,私立,技專校院,1040,建國科技大學,學士班(進修),男,"1,325",38,1,2,1,7,15,0,0,0,0,0,0,0,0,12,65,1,4,5,9,26,0,0,0,0,0,0,0,0,20
105,1,私立,技專校院,1040,建國科技大學,碩士班(日間),男,110,9,0,0,1,0,3,0,0,0,0,0,0,0,0,5,23,2,0,2,1,11,0,0,0,0,0,0,0,0,7
105,1,私立,技專校院,1040,建國科技大學,學士班(日間),女,"2,371",52,6,11,3,13,4,0,0,0,0,0,0,0,0,15,93,13,14,6,23,14,0,0,0,0,0,0,0,0,23
105,1,私立,技專校院,1040,建國科技大學,學士班(進修),女,542,19,1,1,0,3,10,0,0,0,0,0,0,0,0,4,38,2,5,0,7,15,3,1,0,0,0,0,0,0,5
105,1,私立,技專校院,1040,建國科技大學,碩士班(日間),女,73,6,0,0,0,0,4,0,0,0,0,0,0,0,0,2,7,0,0,0,0,4,0,0,0,0,0,0,0,0,3
105,1,私立,技專校院,1041,明志科技大學,五專,男,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1041,明志科技大學,學士班(日間),男,"2,520",50,2,0,0,12,4,0,0,0,0,0,0,0,0,32,73,1,0,0,13,7,0,0,0,0,0,0,0,0,52
105,1,私立,技專校院,1041,明志科技大學,學士班(進修),男,322,9,2,0,0,0,1,0,0,0,0,0,0,0,0,6,17,2,0,1,5,2,0,0,0,0,0,0,0,0,7
105,1,私立,技專校院,1041,明志科技大學,碩士班(日間),男,303,16,1,4,0,1,3,0,0,0,0,0,0,0,0,7,31,1,7,0,2,10,0,0,0,0,0,0,0,0,11
105,1,私立,技專校院,1041,明志科技大學,碩士在職專班,男,40,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1041,明志科技大學,博士班,男,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1041,明志科技大學,學士班(日間),女,"1,097",13,1,0,0,5,0,0,0,0,0,0,0,0,0,7,21,1,0,0,4,1,1,1,0,0,0,0,0,0,13
105,1,私立,技專校院,1041,明志科技大學,學士班(進修),女,168,5,0,0,0,1,1,0,0,0,0,0,0,0,0,3,7,0,2,0,0,1,0,0,0,0,0,0,0,0,4
105,1,私立,技專校院,1041,明志科技大學,碩士班(日間),女,99,5,0,2,0,1,0,0,0,0,0,0,0,0,0,2,9,0,4,0,1,1,0,0,0,0,0,0,0,0,3
105,1,私立,技專校院,1041,明志科技大學,碩士在職專班,女,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1041,明志科技大學,博士班,女,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,1,私立,技專校院,1042,高苑科技大學,學士班(日間),男,"3,410",120,5,8,18,22,39,0,0,0,0,0,0,0,0,28,205,6,12,18,25,76,0,0,0,0,0,0,0,0,68
105,1,私立,技專校院,1042,高苑科技大學,學士班(進修),男,"1,100",54,2,1,1,8,17,0,1,0,0,0,0,0,0,24,89,4,2,1,10,38,0,1,0,0,0,0,0,0,33
105,1,私立,技專校院,1042,高苑科技大學,碩士班(日間),男,108,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1,7,0,0,0,0,4,0,0,0,0,0,0,0,0,3
105,1,私立,技專校院,1042,高苑科技大學,碩士在職專班,男,194,11,1,1,1,0,7,0,0,0,0,0,0,0,0,1,18,1,2,1,0,9,0,0,0,0,0,0,0,0,5
105,1,私立,技專校院,1042,高苑科技大學,學士班(日間),女,"1,435",35,1,3,4,0,14,2,0,0,0,0,0,0,0,11,66,4,4,4,3,34,2,0,0,0,0,0,0,0,15
105,1,私立,技專校院,1042,高苑科技大學,學士班(進修),女,442,16,0,0,0,2,9,1,0,0,0,0,0,0,0,4,35,1,4,0,2,19,2,0,0,0,0,0,0,0,7
105,1,私立,技專校院,1042,高苑科技大學,碩士班(日間),女,38,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
105,1,私立,技專校院,1042,高苑科技大學,碩士在職專班,女,82,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,1,0,0,0,0,0,0,1
105,1,私立,技專校院,1043,大仁科技大學,五專,男,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1043,大仁科技大學,學士班(日間),男,"2,411",127,2,5,3,20,20,0,0,0,0,0,0,0,0,77,432,11,36,3,74,84,0,0,0,0,0,0,0,0,224
105,1,私立,技專校院,1043,大仁科技大學,學士班(進修),男,582,39,1,6,0,1,6,0,0,0,0,0,0,0,0,25,250,5,56,0,9,97,0,0,0,0,0,0,0,0,83
105,1,私立,技專校院,1043,大仁科技大學,碩士班(日間),男,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,1,1,0,2,5,0,0,0,0,0,0,0,0,14
105,1,私立,技專校院,1043,大仁科技大學,碩士在職專班,男,74,7,0,0,0,0,2,0,0,0,0,0,0,0,0,5,25,0,0,0,0,8,0,0,0,0,0,0,0,0,17
105,1,私立,技專校院,1043,大仁科技大學,五專,女,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1043,大仁科技大學,學士班(日間),女,"2,672",90,5,10,0,10,20,0,2,0,0,0,0,0,0,43,273,11,43,0,48,61,2,4,0,0,0,0,0,0,104
105,1,私立,技專校院,1043,大仁科技大學,學士班(進修),女,"1,026",26,1,1,0,0,10,2,1,0,0,0,0,0,0,11,125,6,21,0,3,59,7,1,0,0,0,0,0,0,28
105,1,私立,技專校院,1043,大仁科技大學,碩士班(日間),女,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,2
105,1,私立,技專校院,1043,大仁科技大學,碩士在職專班,女,80,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,21,1,2,0,0,5,2,0,0,0,0,0,0,0,11
105,1,私立,技專校院,1044,聖約翰科技大學,五專,男,172,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
105,1,私立,技專校院,1044,聖約翰科技大學,學士班(日間),男,"2,844",98,4,17,11,8,7,0,0,0,0,0,0,0,0,51,307,8,28,26,14,46,0,0,0,0,0,0,0,0,185
105,1,私立,技專校院,1044,聖約翰科技大學,學士班(進修),男,139,18,0,2,3,0,0,0,0,0,0,0,0,0,0,13,51,0,4,4,0,1,0,0,0,0,0,0,0,0,42
105,1,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),男,131,20,0,3,0,1,2,0,1,0,0,0,0,0,0,13,46,1,4,1,1,8,0,1,0,0,0,0,0,0,30
105,1,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,男,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,2,0,0,0,0,0,0,0,0,3
105,1,私立,技專校院,1044,聖約翰科技大學,五專,女,49,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
105,1,私立,技專校院,1044,聖約翰科技大學,學士班(日間),女,"1,172",34,4,10,2,3,4,2,0,0,0,0,0,0,0,9,74,7,11,7,8,17,2,0,0,0,0,0,0,0,22
105,1,私立,技專校院,1044,聖約翰科技大學,學士班(進修),女,81,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3,22,0,1,2,1,1,0,0,0,0,0,0,0,0,17
105,1,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),女,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,1,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,女,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
105,1,私立,技專校院,1045,嶺東科技大學,學士班(日間),男,"2,857",67,2,4,1,12,4,0,0,0,0,0,0,0,0,44,100,6,8,2,15,6,0,0,0,0,0,0,0,0,63
105,1,私立,技專校院,1045,嶺東科技大學,學士班(進修),男,"1,334",83,3,3,0,15,26,0,0,0,0,0,0,0,0,36,164,4,5,0,23,48,0,0,0,0,0,0,0,0,84
105,1,私立,技專校院,1045,嶺東科技大學,碩士班(日間),男,125,9,0,0,0,1,4,0,0,0,0,0,0,0,0,4,15,1,0,0,1,6,0,0,0,0,0,0,0,0,7
105,1,私立,技專校院,1045,嶺東科技大學,碩士在職專班,男,73,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,9,0,1,0,0,6,0,0,0,0,0,0,0,0,2
