學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,學期內新辦理休學人數小計,因病學期內新辦理休學人數,因經濟困難學期內新辦理休學人數,因學業成績學期內新辦理休學人數,因志趣不合學期內新辦理休學人數,因工作需求學期內新辦理休學人數,因懷孕學期內新辦理休學人數,因育嬰學期內新辦理休學人數,因兵役學期內新辦理休學人數,因出國學期內新辦理休學人數,因論文學期內新辦理休學人數,因適應不良學期內新辦理休學人數,因家人傷病學期內新辦理休學人數,因考試訓練學期內新辦理休學人數,其他學期內新辦理休學人數,至學期底總休學人數小計,因病至學期底總休學人數,因經濟困難至學期底總休學人數,因學業成績至學期底總休學人數,因志趣不合至學期底總休學人數,因工作需求至學期底總休學人數,因懷孕至學期底總休學人數,因育嬰至學期底總休學人數,因兵役至學期底總休學人數,因出國至學期底總休學人數,因論文至學期底總休學人數,因適應不良至學期底總休學人數,因家人傷病至學期底總休學人數,因考試訓練至學期底總休學人數,其他至學期底總休學人數
105,1,公立,一般大學,1,國立政治大學,學士班(日間),男,"3,912",74,3,0,2,32,3,0,0,0,0,0,0,0,0,34,145,5,0,3,49,6,0,1,0,0,0,0,0,0,81
105,1,公立,一般大學,1,國立政治大學,碩士班(日間),男,"1,808",156,6,3,8,28,34,0,3,0,0,0,0,0,0,74,419,11,6,33,60,92,0,11,0,0,0,0,0,0,206
105,1,公立,一般大學,1,國立政治大學,碩士在職專班,男,882,103,2,0,22,5,51,0,4,0,0,0,0,0,0,19,278,9,0,43,11,123,0,27,0,0,0,0,0,0,65
105,1,公立,一般大學,1,國立政治大學,博士班,男,605,72,0,1,6,19,23,0,2,0,0,0,0,0,0,21,197,3,3,22,29,45,0,34,0,0,0,0,0,0,61
105,1,公立,一般大學,1,國立政治大學,學士班(日間),女,"5,799",103,9,0,3,45,6,0,0,0,0,0,0,0,0,40,165,16,0,3,57,7,0,2,0,0,0,0,0,0,80
105,1,公立,一般大學,1,國立政治大學,碩士班(日間),女,"2,154",180,5,4,14,43,72,1,3,0,0,0,0,0,0,38,470,14,7,36,100,150,6,38,0,0,0,0,0,0,119
105,1,公立,一般大學,1,國立政治大學,碩士在職專班,女,836,103,4,1,26,5,36,5,3,0,0,0,0,0,0,23,278,13,1,52,12,86,8,56,0,0,0,0,0,0,50
105,1,公立,一般大學,1,國立政治大學,博士班,女,376,52,4,2,5,7,13,2,5,0,0,0,0,0,0,14,145,9,2,21,13,33,4,32,0,0,0,0,0,0,31
105,1,公立,一般大學,2,國立清華大學,學士班(日間),男,"4,843",133,5,4,29,78,3,0,0,0,0,0,0,0,0,14,181,7,8,34,102,3,0,0,0,0,0,0,0,0,27
105,1,公立,一般大學,2,國立清華大學,碩士班(日間),男,"3,001",116,5,6,13,33,16,0,1,0,0,0,0,0,0,42,210,11,17,16,50,40,0,1,0,0,0,0,0,0,75
105,1,公立,一般大學,2,國立清華大學,碩士在職專班,男,357,25,1,3,1,1,14,0,1,0,0,0,0,0,0,4,48,3,5,1,1,29,0,1,0,0,0,0,0,0,8
105,1,公立,一般大學,2,國立清華大學,博士班,男,"1,306",132,4,11,32,33,30,0,14,0,0,0,0,0,0,8,257,13,24,37,59,64,0,33,0,0,0,0,0,0,27
105,1,公立,一般大學,2,國立清華大學,學士班(日間),女,"4,163",71,4,3,6,38,5,0,0,0,0,0,0,0,0,15,98,5,4,7,47,11,0,2,0,0,0,0,0,0,22
105,1,公立,一般大學,2,國立清華大學,碩士班(日間),女,"1,815",129,6,8,28,17,44,2,2,0,0,0,0,0,0,22,258,17,18,18,30,73,7,27,0,0,0,0,0,0,68
105,1,公立,一般大學,2,國立清華大學,碩士在職專班,女,632,48,2,3,0,1,16,0,12,0,0,0,0,0,0,14,79,5,4,0,2,25,3,18,0,0,0,0,0,0,22
105,1,公立,一般大學,2,國立清華大學,博士班,女,430,53,4,2,14,10,7,4,10,0,0,0,0,0,0,2,91,5,5,15,14,18,8,22,0,0,0,0,0,0,4
105,1,公立,一般大學,3,國立臺灣大學,學士班(日間),男,"9,403",390,20,5,0,112,10,0,0,0,0,0,0,0,0,243,433,20,5,129,0,13,0,0,0,0,0,0,0,0,266
105,1,公立,一般大學,3,國立臺灣大學,碩士班(日間),男,"6,160",519,16,21,0,17,102,0,7,0,0,0,0,0,0,356,742,25,30,0,22,144,0,15,0,0,0,0,0,0,506
105,1,公立,一般大學,3,國立臺灣大學,碩士在職專班,男,842,148,4,0,0,0,75,0,3,0,0,0,0,0,0,66,188,5,1,0,0,96,0,7,0,0,0,0,0,0,79
105,1,公立,一般大學,3,國立臺灣大學,博士班,男,"2,679",455,18,19,0,2,87,0,25,0,0,0,0,0,0,304,752,36,29,0,2,131,0,78,0,0,0,0,0,0,476
105,1,公立,一般大學,3,國立臺灣大學,學士班(日間),女,"7,096",247,21,3,0,70,4,0,0,0,0,0,0,0,0,149,277,27,3,80,0,5,1,0,0,0,0,0,0,0,161
105,1,公立,一般大學,3,國立臺灣大學,碩士班(日間),女,"3,994",359,22,10,0,7,97,5,9,0,0,0,0,0,0,209,519,32,15,0,13,134,6,30,0,0,0,0,0,0,289
105,1,公立,一般大學,3,國立臺灣大學,碩士在職專班,女,475,92,2,0,0,0,22,6,8,0,0,0,0,0,0,54,116,3,0,0,0,28,6,14,0,0,0,0,0,0,65
105,1,公立,一般大學,3,國立臺灣大學,博士班,女,"1,134",202,10,2,0,0,40,6,19,0,0,0,0,0,0,125,332,14,3,0,0,48,11,54,0,0,0,0,0,0,202
105,1,公立,一般大學,4,國立臺灣師範大學,學士班(日間),男,"3,523",91,2,5,4,44,7,0,0,0,0,0,0,0,0,29,159,4,9,9,56,11,0,0,0,0,0,0,0,0,70
105,1,公立,一般大學,4,國立臺灣師範大學,碩士班(日間),男,"1,646",275,2,7,68,16,112,0,2,0,0,0,0,0,0,68,362,6,14,72,18,131,0,6,0,0,0,0,0,0,115
105,1,公立,一般大學,4,國立臺灣師範大學,碩士在職專班,男,574,61,0,0,21,0,28,0,8,0,0,0,0,0,0,4,113,2,1,28,1,51,0,18,0,0,0,0,0,0,12
105,1,公立,一般大學,4,國立臺灣師範大學,博士班,男,701,153,3,6,45,5,48,0,29,0,0,0,0,0,0,17,203,7,10,53,8,55,0,39,0,0,0,0,0,0,31
105,1,公立,一般大學,4,國立臺灣師範大學,學士班(日間),女,"4,505",79,1,2,2,51,3,0,0,0,0,0,0,0,0,20,124,2,5,6,61,4,1,2,0,0,0,0,0,0,43
105,1,公立,一般大學,4,國立臺灣師範大學,碩士班(日間),女,"2,280",432,8,11,106,33,217,12,26,0,0,0,0,0,0,19,547,13,21,115,41,239,20,46,0,0,0,0,0,0,52
105,1,公立,一般大學,4,國立臺灣師範大學,碩士在職專班,女,"1,413",135,4,1,30,1,42,12,35,0,0,0,0,0,0,10,299,8,5,55,4,97,20,87,0,0,0,0,0,0,23
105,1,公立,一般大學,4,國立臺灣師範大學,博士班,女,665,186,8,8,42,5,57,12,41,0,0,0,0,0,0,13,242,14,10,48,6,62,15,59,0,0,0,0,0,0,28
105,1,公立,一般大學,5,國立成功大學,學士班(日間),男,"7,257",219,1,1,0,25,1,0,0,0,0,0,0,0,0,191,311,2,1,0,62,1,0,0,0,0,0,0,0,0,245
105,1,公立,一般大學,5,國立成功大學,碩士班(日間),男,"4,085",133,1,1,0,3,10,0,1,0,0,0,0,0,0,117,311,3,3,0,6,32,0,8,0,0,0,0,0,0,259
105,1,公立,一般大學,5,國立成功大學,碩士在職專班,男,818,58,0,0,0,1,17,0,5,0,0,0,0,0,0,35,149,1,0,0,1,45,0,23,0,0,0,0,0,0,79
105,1,公立,一般大學,5,國立成功大學,博士班,男,"1,376",136,0,2,0,1,6,0,11,0,0,0,0,0,0,116,452,7,8,0,2,44,0,61,0,0,0,0,0,0,330
105,1,公立,一般大學,5,國立成功大學,學士班(日間),女,"4,196",95,4,0,0,14,0,0,0,0,0,0,0,0,0,77,130,6,1,0,30,0,0,1,0,0,0,0,0,0,92
105,1,公立,一般大學,5,國立成功大學,碩士班(日間),女,"2,363",127,2,3,0,1,16,4,2,0,0,0,0,0,0,99,259,7,9,0,3,29,7,10,0,0,0,0,0,0,194
105,1,公立,一般大學,5,國立成功大學,碩士在職專班,女,461,37,1,0,0,0,6,3,3,0,0,0,0,0,0,24,83,1,0,0,0,18,9,21,0,0,0,0,0,0,34
105,1,公立,一般大學,5,國立成功大學,博士班,女,563,52,1,0,0,0,3,5,1,0,0,0,0,0,0,42,169,2,5,0,1,11,13,33,0,0,0,0,0,0,104
105,1,公立,一般大學,6,國立中興大學,學士班(日間),男,"4,792",91,5,0,17,48,1,0,0,0,0,0,0,0,0,20,149,8,7,23,61,4,0,0,0,0,0,0,0,0,46
105,1,公立,一般大學,6,國立中興大學,學士班(進修),男,446,11,1,3,0,0,6,0,0,0,0,0,0,0,0,1,24,3,3,0,0,13,0,0,0,0,0,0,0,0,5
105,1,公立,一般大學,6,國立中興大學,碩士班(日間),男,"2,000",110,5,9,0,13,19,0,0,0,0,0,0,0,0,64,231,16,26,0,22,42,0,3,0,0,0,0,0,0,122
105,1,公立,一般大學,6,國立中興大學,碩士在職專班,男,"1,038",98,1,1,0,0,61,0,11,0,0,0,0,0,0,24,267,9,17,0,0,124,0,50,0,0,0,0,0,0,67
105,1,公立,一般大學,6,國立中興大學,博士班,男,739,73,7,4,2,1,26,0,6,0,0,0,0,0,0,27,213,13,27,2,1,47,0,24,0,0,0,0,0,0,99
105,1,公立,一般大學,6,國立中興大學,學士班(日間),女,"3,297",52,2,2,3,21,1,0,0,0,0,0,0,0,0,23,71,5,4,3,27,1,0,1,0,0,0,0,0,0,30
105,1,公立,一般大學,6,國立中興大學,學士班(進修),女,621,14,0,2,0,1,11,0,0,0,0,0,0,0,0,0,22,1,4,0,2,13,0,0,0,0,0,0,0,0,2
105,1,公立,一般大學,6,國立中興大學,碩士班(日間),女,"1,322",83,6,4,0,4,40,0,2,0,0,0,0,0,0,27,186,12,19,0,8,56,0,8,0,0,0,0,0,0,83
105,1,公立,一般大學,6,國立中興大學,碩士在職專班,女,503,31,3,2,0,0,8,4,5,0,0,0,0,0,0,9,100,10,5,0,0,24,5,27,0,0,0,0,0,0,29
105,1,公立,一般大學,6,國立中興大學,博士班,女,289,31,1,3,0,2,8,1,2,0,0,0,0,0,0,14,79,5,6,0,2,13,2,22,0,0,0,0,0,0,29
105,1,公立,一般大學,7,國立交通大學,學士班(日間),男,"3,849",115,3,1,1,96,2,0,0,0,0,0,0,0,0,12,133,4,1,1,107,2,0,0,0,0,0,0,0,0,18
105,1,公立,一般大學,7,國立交通大學,碩士班(日間),男,"3,752",142,6,6,9,35,44,0,3,0,0,0,0,0,0,39,221,10,9,10,63,65,0,3,0,0,0,0,0,0,61
105,1,公立,一般大學,7,國立交通大學,碩士在職專班,男,"1,029",151,10,0,1,2,103,0,32,0,0,0,0,0,0,3,263,13,0,2,2,171,0,69,0,0,0,0,0,0,6
105,1,公立,一般大學,7,國立交通大學,博士班,男,"1,425",178,4,6,42,12,78,0,17,0,0,0,0,0,0,19,308,6,9,49,23,136,0,43,0,0,0,0,0,0,42
105,1,公立,一般大學,7,國立交通大學,學士班(日間),女,"1,629",55,5,1,0,46,1,0,0,0,0,0,0,0,0,2,64,5,2,0,54,1,0,0,0,0,0,0,0,0,2
105,1,公立,一般大學,7,國立交通大學,碩士班(日間),女,"1,645",101,7,6,5,34,38,2,3,0,0,0,0,0,0,6,146,11,7,5,54,52,3,6,0,0,0,0,0,0,8
105,1,公立,一般大學,7,國立交通大學,碩士在職專班,女,434,54,5,0,0,1,21,5,19,0,0,0,0,0,0,3,98,5,0,1,1,42,7,36,0,0,0,0,0,0,6
105,1,公立,一般大學,7,國立交通大學,博士班,女,320,57,5,6,5,3,18,5,10,0,0,0,0,0,0,5,94,8,6,9,7,30,7,19,0,0,0,0,0,0,8
105,1,公立,一般大學,8,國立中央大學,學士班(日間),男,"3,902",100,4,1,56,5,4,0,0,0,0,0,0,0,0,30,145,8,1,67,7,13,0,0,0,0,0,0,0,0,49
105,1,公立,一般大學,8,國立中央大學,碩士班(日間),男,"2,315",85,1,8,14,0,22,0,1,0,0,0,0,0,0,39,160,5,9,25,2,53,0,1,0,0,0,0,0,0,65
105,1,公立,一般大學,8,國立中央大學,碩士在職專班,男,856,69,1,1,12,0,45,0,9,0,0,0,0,0,0,1,164,2,2,27,0,96,0,34,0,0,0,0,0,0,3
105,1,公立,一般大學,8,國立中央大學,博士班,男,798,73,1,2,36,0,21,0,8,0,0,0,0,0,0,5,188,2,5,72,0,47,0,35,0,0,0,0,0,0,27
105,1,公立,一般大學,8,國立中央大學,學士班(日間),女,"2,205",36,0,0,16,0,5,0,0,0,0,0,0,0,0,15,47,1,0,21,0,7,0,1,0,0,0,0,0,0,17
105,1,公立,一般大學,8,國立中央大學,碩士班(日間),女,"1,123",57,3,4,12,0,15,1,1,0,0,0,0,0,0,21,97,4,4,22,0,34,2,3,0,0,0,0,0,0,28
105,1,公立,一般大學,8,國立中央大學,碩士在職專班,女,469,36,1,1,6,0,20,2,4,0,0,0,0,0,0,2,86,1,1,16,0,41,4,17,0,0,0,0,0,0,6
105,1,公立,一般大學,8,國立中央大學,博士班,女,275,28,2,1,11,0,5,0,3,0,0,0,0,0,0,6,60,4,1,21,0,13,1,13,0,0,0,0,0,0,7
105,1,公立,一般大學,9,國立中山大學,學士班(日間),男,"2,950",88,6,1,0,2,2,0,0,0,0,0,0,0,0,77,119,6,1,0,4,5,0,0,0,0,0,0,0,0,103
105,1,公立,一般大學,9,國立中山大學,碩士班(日間),男,"1,838",123,4,3,27,1,26,0,1,0,0,0,0,0,0,61,250,4,5,45,2,57,0,4,0,0,0,0,0,0,133
105,1,公立,一般大學,9,國立中山大學,碩士在職專班,男,475,53,1,0,11,0,28,0,2,0,0,0,0,0,0,11,113,2,0,17,0,59,0,5,0,0,0,0,0,0,30
105,1,公立,一般大學,9,國立中山大學,博士班,男,588,46,1,1,15,0,15,0,1,0,0,0,0,0,0,13,125,3,2,42,0,28,0,11,0,0,0,0,0,0,39
105,1,公立,一般大學,9,國立中山大學,學士班(日間),女,"1,806",29,1,0,0,0,2,0,0,0,0,0,0,0,0,26,50,1,0,0,0,4,0,0,0,0,0,0,0,0,45
105,1,公立,一般大學,9,國立中山大學,碩士班(日間),女,"1,078",90,4,3,22,1,19,3,4,0,0,0,0,0,0,34,156,8,5,30,1,35,7,8,0,0,0,0,0,0,62
105,1,公立,一般大學,9,國立中山大學,碩士在職專班,女,441,40,0,0,6,0,19,4,1,0,0,0,0,0,0,10,93,2,0,11,0,36,8,10,0,0,0,0,0,0,26
105,1,公立,一般大學,9,國立中山大學,博士班,女,241,28,0,0,7,0,8,0,0,0,0,0,0,0,0,13,74,3,0,15,0,14,2,13,0,0,0,0,0,0,27
105,1,公立,一般大學,12,國立臺灣海洋大學,學士班(日間),男,"3,931",72,4,0,9,6,0,0,0,0,0,0,0,0,0,53,113,6,0,37,6,1,0,0,0,0,0,0,0,0,63
105,1,公立,一般大學,12,國立臺灣海洋大學,學士班(進修),男,456,28,0,0,1,1,10,0,0,0,0,0,0,0,0,16,56,0,2,3,1,15,0,0,0,0,0,0,0,0,35
105,1,公立,一般大學,12,國立臺灣海洋大學,碩士班(日間),男,981,57,0,3,3,4,4,0,0,0,0,0,0,0,0,43,111,4,5,13,4,15,0,0,0,0,0,0,0,0,70
105,1,公立,一般大學,12,國立臺灣海洋大學,碩士在職專班,男,380,43,3,2,1,1,15,0,1,0,0,0,0,0,0,20,69,4,2,1,1,32,0,2,0,0,0,0,0,0,27
105,1,公立,一般大學,12,國立臺灣海洋大學,博士班,男,232,30,3,1,0,0,9,0,0,0,0,0,0,0,0,17,55,4,2,2,0,20,0,2,0,0,0,0,0,0,25
105,1,公立,一般大學,12,國立臺灣海洋大學,學士班(日間),女,"1,741",28,1,1,7,4,1,1,0,0,0,0,0,0,0,13,35,2,1,13,3,2,1,0,0,0,0,0,0,0,13
105,1,公立,一般大學,12,國立臺灣海洋大學,學士班(進修),女,245,7,0,0,1,0,1,0,0,0,0,0,0,0,0,5,26,1,0,1,0,6,0,2,0,0,0,0,0,0,16
105,1,公立,一般大學,12,國立臺灣海洋大學,碩士班(日間),女,442,36,2,1,0,0,3,1,0,0,0,0,0,0,0,29,61,3,3,3,0,6,1,1,0,0,0,0,0,0,44
105,1,公立,一般大學,12,國立臺灣海洋大學,碩士在職專班,女,235,19,0,0,0,0,7,2,1,0,0,0,0,0,0,9,34,1,1,0,0,14,2,5,0,0,0,0,0,0,11
105,1,公立,一般大學,12,國立臺灣海洋大學,博士班,女,64,9,0,0,0,0,1,1,1,0,0,0,0,0,0,6,14,0,0,0,0,3,2,2,0,0,0,0,0,0,7
105,1,公立,一般大學,13,國立中正大學,學士班(日間),男,"3,632",100,3,2,26,10,2,0,0,0,0,0,0,0,0,57,138,8,3,29,17,2,0,0,0,0,0,0,0,0,79
105,1,公立,一般大學,13,國立中正大學,碩士班(日間),男,"1,756",129,5,11,2,7,20,0,0,0,0,0,0,0,0,84,231,8,19,4,21,35,0,4,0,0,0,0,0,0,140
105,1,公立,一般大學,13,國立中正大學,碩士在職專班,男,759,100,3,0,1,0,33,0,7,0,0,0,0,0,0,56,167,4,1,1,0,58,0,12,0,0,0,0,0,0,91
105,1,公立,一般大學,13,國立中正大學,博士班,男,395,50,2,0,0,0,12,0,4,0,0,0,0,0,0,32,107,3,1,0,2,27,0,10,0,0,0,0,0,0,64
105,1,公立,一般大學,13,國立中正大學,學士班(日間),女,"3,040",34,1,2,2,5,0,0,0,0,0,0,0,0,0,24,52,2,2,4,12,1,1,2,0,0,0,0,0,0,28
105,1,公立,一般大學,13,國立中正大學,碩士班(日間),女,"1,040",99,4,7,1,2,24,2,0,0,0,0,0,0,0,59,187,6,16,1,10,54,3,7,0,0,0,0,0,0,90
105,1,公立,一般大學,13,國立中正大學,碩士在職專班,女,738,96,7,1,1,0,30,4,9,0,0,0,0,0,0,44,177,8,1,1,0,52,7,34,0,0,0,0,0,0,74
105,1,公立,一般大學,13,國立中正大學,博士班,女,175,28,0,3,0,0,13,1,0,0,0,0,0,0,0,11,58,4,6,0,1,19,3,5,0,0,0,0,0,0,20
105,1,公立,一般大學,14,國立高雄師範大學,學士班(日間),男,"1,693",22,0,0,0,11,1,0,0,0,0,0,0,0,0,10,33,2,0,0,17,1,0,0,0,0,0,0,0,0,13
105,1,公立,一般大學,14,國立高雄師範大學,碩士班(日間),男,511,91,0,0,1,6,40,0,2,0,0,0,0,0,0,42,160,1,0,2,12,71,0,6,0,0,0,0,0,0,68
105,1,公立,一般大學,14,國立高雄師範大學,碩士在職專班,男,429,37,4,0,0,0,10,0,7,0,0,0,0,0,0,16,65,7,0,0,0,21,0,8,0,0,0,0,0,0,29
105,1,公立,一般大學,14,國立高雄師範大學,博士班,男,232,23,0,0,0,0,14,0,4,0,0,0,0,0,0,5,47,0,0,0,1,27,0,7,0,0,0,0,0,0,12
105,1,公立,一般大學,14,國立高雄師範大學,學士班(日間),女,"1,832",22,1,1,1,13,0,0,0,0,0,0,0,0,0,6,34,2,1,1,18,1,0,0,0,0,0,0,0,0,11
105,1,公立,一般大學,14,國立高雄師範大學,碩士班(日間),女,852,127,3,1,0,7,60,2,4,0,0,0,0,0,0,50,245,4,3,1,9,107,6,21,0,0,0,0,0,0,94
105,1,公立,一般大學,14,國立高雄師範大學,碩士在職專班,女,824,70,4,1,1,0,18,6,9,0,0,0,0,0,0,31,178,9,1,1,0,40,12,33,0,0,0,0,0,0,82
105,1,公立,一般大學,14,國立高雄師範大學,博士班,女,235,24,0,0,0,0,11,1,3,0,0,0,0,0,0,9,60,1,0,0,1,16,6,17,0,0,0,0,0,0,19
105,1,公立,一般大學,15,國立彰化師範大學,學士班(日間),男,"2,518",53,2,0,4,9,3,0,0,0,0,0,0,0,0,35,80,4,1,6,13,10,0,0,0,0,0,0,0,0,46
105,1,公立,一般大學,15,國立彰化師範大學,碩士班(日間),男,776,98,0,1,0,8,20,0,0,0,0,0,0,0,0,69,184,3,4,0,11,41,0,4,0,0,0,0,0,0,121
105,1,公立,一般大學,15,國立彰化師範大學,碩士在職專班,男,569,30,0,1,0,0,22,0,2,0,0,0,0,0,0,5,94,1,2,0,0,73,0,4,0,0,0,0,0,0,14
105,1,公立,一般大學,15,國立彰化師範大學,博士班,男,284,30,2,1,0,0,15,0,2,0,0,0,0,0,0,10,62,5,2,0,0,24,0,7,0,0,0,0,0,0,24
105,1,公立,一般大學,15,國立彰化師範大學,學士班(日間),女,"2,346",31,4,1,1,7,1,1,0,0,0,0,0,0,0,16,40,4,2,2,10,2,1,0,0,0,0,0,0,0,19
105,1,公立,一般大學,15,國立彰化師範大學,碩士班(日間),女,772,127,5,5,0,3,35,3,6,0,0,0,0,0,0,70,197,7,8,0,5,57,3,14,0,0,0,0,0,0,103
105,1,公立,一般大學,15,國立彰化師範大學,碩士在職專班,女,729,39,0,0,0,0,19,6,10,0,0,0,0,0,0,4,98,3,0,0,0,45,10,27,0,0,0,0,0,0,13
105,1,公立,一般大學,15,國立彰化師範大學,博士班,女,198,29,1,0,0,0,6,3,3,0,0,0,0,0,0,16,54,3,1,0,0,13,4,10,0,0,0,0,0,0,23
105,1,公立,一般大學,16,國立陽明大學,學士班(日間),男,"1,165",26,0,0,0,21,0,0,0,0,0,0,0,0,0,5,43,2,1,0,23,0,0,0,0,0,0,0,0,0,17
105,1,公立,一般大學,16,國立陽明大學,碩士班(日間),男,487,30,1,0,0,2,3,0,0,0,0,0,0,0,0,24,79,1,0,0,2,7,0,3,0,0,0,0,0,0,66
105,1,公立,一般大學,16,國立陽明大學,碩士在職專班,男,43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
105,1,公立,一般大學,16,國立陽明大學,博士班,男,559,42,1,0,0,1,14,0,3,0,0,0,0,0,0,23,148,3,0,0,1,26,0,8,0,0,0,0,0,0,110
105,1,公立,一般大學,16,國立陽明大學,學士班(日間),女,956,40,1,1,0,28,0,0,0,0,0,0,0,0,0,10,47,1,1,0,29,0,0,0,0,0,0,0,0,0,16
105,1,公立,一般大學,16,國立陽明大學,碩士班(日間),女,661,52,2,0,0,8,15,3,0,0,0,0,0,0,0,24,130,4,0,0,8,27,5,7,0,0,0,0,0,0,79
105,1,公立,一般大學,16,國立陽明大學,碩士在職專班,女,93,12,0,0,0,0,2,0,3,0,0,0,0,0,0,7,19,0,0,0,0,2,0,5,0,0,0,0,0,0,12
105,1,公立,一般大學,16,國立陽明大學,博士班,女,371,25,0,0,0,0,10,1,1,0,0,0,0,0,0,13,100,0,0,0,0,17,3,9,0,0,0,0,0,0,71
105,1,公立,一般大學,17,國立臺北大學,學士班(日間),男,"2,665",45,0,0,2,11,1,0,0,0,0,0,0,0,0,31,67,0,0,2,15,3,0,0,0,0,0,0,0,0,47
105,1,公立,一般大學,17,國立臺北大學,學士班(進修),男,744,29,3,0,4,1,12,0,0,0,0,0,0,0,0,9,78,4,1,4,3,27,0,1,0,0,0,0,0,0,38
105,1,公立,一般大學,17,國立臺北大學,碩士班(日間),男,669,61,0,2,0,0,14,0,0,0,0,0,0,0,0,45,116,1,4,1,4,27,0,0,0,0,0,0,0,0,79
105,1,公立,一般大學,17,國立臺北大學,碩士在職專班,男,210,8,0,1,0,0,5,0,1,0,0,0,0,0,0,1,34,1,2,0,0,17,0,1,0,0,0,0,0,0,13
105,1,公立,一般大學,17,國立臺北大學,博士班,男,128,17,0,0,0,0,2,0,0,0,0,0,0,0,0,15,42,2,0,0,0,13,0,0,0,0,0,0,0,0,27
105,1,公立,一般大學,17,國立臺北大學,學士班(日間),女,"3,213",40,1,0,3,5,2,0,0,0,0,0,0,0,0,29,62,1,0,3,11,2,0,0,0,0,0,0,0,0,45
105,1,公立,一般大學,17,國立臺北大學,學士班(進修),女,"1,158",53,3,6,13,3,13,1,0,0,0,0,0,0,0,14,105,8,6,13,4,34,4,0,0,0,0,0,0,0,36
105,1,公立,一般大學,17,國立臺北大學,碩士班(日間),女,655,62,0,0,0,1,18,2,0,0,0,0,0,0,0,41,116,0,1,0,1,42,4,0,0,0,0,0,0,0,68
105,1,公立,一般大學,17,國立臺北大學,碩士在職專班,女,260,13,0,0,0,0,8,0,3,0,0,0,0,0,0,2,37,0,0,0,0,16,3,6,0,0,0,0,0,0,12
105,1,公立,一般大學,17,國立臺北大學,博士班,女,64,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1,16,0,0,0,0,7,0,1,0,0,0,0,0,0,8
105,1,公立,一般大學,18,國立嘉義大學,學士班(日間),男,"4,032",66,5,1,11,23,3,0,0,0,0,0,0,0,0,23,165,13,7,17,51,3,0,0,0,0,0,0,0,0,74
105,1,公立,一般大學,18,國立嘉義大學,學士班(進修),男,"1,220",74,4,3,6,1,26,0,0,0,0,0,0,0,0,34,175,10,10,17,2,59,0,0,0,0,0,0,0,0,77
105,1,公立,一般大學,18,國立嘉義大學,碩士班(日間),男,719,74,4,2,6,0,30,0,0,0,0,0,0,0,0,32,179,11,13,10,0,51,0,0,0,0,0,0,0,0,94
105,1,公立,一般大學,18,國立嘉義大學,碩士在職專班,男,406,31,2,1,0,0,19,0,0,0,0,0,0,0,0,9,93,3,2,3,0,63,0,2,0,0,0,0,0,0,20
105,1,公立,一般大學,18,國立嘉義大學,博士班,男,100,16,0,1,0,0,13,0,0,0,0,0,0,0,0,2,36,4,1,0,0,23,0,0,0,0,0,0,0,0,8
105,1,公立,一般大學,18,國立嘉義大學,學士班(日間),女,"3,808",56,7,0,8,24,2,0,0,0,0,0,0,0,0,15,92,9,4,11,34,6,0,0,0,0,0,0,0,0,28
105,1,公立,一般大學,18,國立嘉義大學,學士班(進修),女,881,20,0,3,3,3,5,1,0,0,0,0,0,0,0,5,71,3,9,12,5,23,4,3,0,0,0,0,0,0,12
105,1,公立,一般大學,18,國立嘉義大學,碩士班(日間),女,723,86,6,8,2,2,32,2,3,0,0,0,0,0,0,31,184,19,15,3,4,62,2,15,0,0,0,0,0,0,64
105,1,公立,一般大學,18,國立嘉義大學,碩士在職專班,女,565,61,7,2,0,0,29,6,6,0,0,0,0,0,0,11,141,19,4,2,0,61,10,24,0,0,0,0,0,0,21
105,1,公立,一般大學,18,國立嘉義大學,博士班,女,91,14,2,0,0,0,6,2,0,0,0,0,0,0,0,4,24,4,1,0,0,10,2,0,0,0,0,0,0,0,7
105,1,公立,一般大學,19,國立高雄大學,學士班(日間),男,"2,453",71,4,4,25,16,8,0,0,0,0,0,0,0,0,14,102,4,6,37,20,17,0,0,0,0,0,0,0,0,18
105,1,公立,一般大學,19,國立高雄大學,學士班(進修),男,104,21,2,1,1,0,15,0,0,0,0,0,0,0,0,2,29,2,2,1,0,21,0,0,0,0,0,0,0,0,3
105,1,公立,一般大學,19,國立高雄大學,碩士班(日間),男,445,57,2,11,5,10,16,0,0,0,0,0,0,0,0,13,91,4,14,10,10,31,0,2,0,0,0,0,0,0,20
105,1,公立,一般大學,19,國立高雄大學,碩士在職專班,男,271,64,2,3,1,0,51,0,1,0,0,0,0,0,0,6,102,3,3,2,0,85,0,2,0,0,0,0,0,0,7
105,1,公立,一般大學,19,國立高雄大學,博士班,男,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
105,1,公立,一般大學,19,國立高雄大學,學士班(日間),女,"1,790",32,3,1,9,11,4,0,1,0,0,0,0,0,0,3,43,4,2,13,12,4,0,1,0,0,0,0,0,0,7
